order_id,product_id,product_description,product_price,product_vat_rate,discount_rate,quantity,full_price_amount,discounted_amount,vat_amount,total_amount,id_x,created_at,vendor_id,customer_id,date_parsed,date_x,rate,date_y,promotion_id,id_y,description
2,794,IBM 032,21873,0.11,0.0,49,1071777,1071777.0,117895.47,1189672.47,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,780,IBM 003,94046,0.2,0.7612934461294719,29,2727334,651032.5003939229,130206.5000787846,781239.0004727074,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,521,Deskjet 995c / 995ck,47082,0.11,0.0,20,941640,941640.0,103580.4,1045220.4,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,835,A388C (Accompli 388),55162,0.0,0.0,50,2758100,2758100.0,0.0,2758100.0,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,2019-08-01,5.0,5.0,Bing
2,580,Officejet 330,15927,0.11,0.0,46,732642,732642.0,80590.62,813232.62,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,365,QM3,33152,0.2,0.0,11,364672,364672.0,72934.40000000001,437606.4,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,417,GS8,96066,0.11,0.0,22,2113452,2113452.0,232479.72,2345931.72,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,462,Deskjet 610c / 610cl,1037,0.2,0.5222030877456142,33,34221,16350.688134257336,3270.1376268514678,19620.825761108805,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,589,Officejet 720,98827,0.0,0.0424810939239568,30,2964810,2838861.627923313,0.0,2838861.627923313,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,428,XC60,76782,0.0,0.0,30,2303460,2303460.0,0.0,2303460.0,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,480,Deskjet 697c,62009,0.0,0.0,27,1674243,1674243.0,0.0,1674243.0,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,477,Deskjet 693c,38209,0.0,0.6747173985035544,28,1069852,348004.24177617533,0.0,348004.24177617533,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,549,Deskjet 6620,13463,0.0,0.0,26,350038,350038.0,0.0,350038.0,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,590,Officejet 725,30347,0.0,0.4854387715074865,29,880063,452846.2984308069,0.0,452846.2984308069,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,792,IBM 029,47535,0.11,0.0,8,380280,380280.0,41830.8,422110.8,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,822,MicroTAC Alpha,65335,0.0,0.0,12,784020,784020.0,0.0,784020.0,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,517,Deskjet 960c / 960cse / 960cxi,77184,0.0,0.0,3,231552,231552.0,0.0,231552.0,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,640,Officejet Pro 1170c / 1170cse / 1170cxi,61714,0.0,0.0,35,2159990,2159990.0,0.0,2159990.0,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
2,830,MicroTAC DPC Series,28791,0.0,0.7863999532961412,15,431865,92246.38416976196,0.0,92246.38416976196,2,2019-08-01 18:43:57.052767,3,1398,2019-08-01,2019-08-01,0.27,,,,
3,372,Kodiaq,19169,0.11,0.0,17,325873,325873.0,35846.03,361719.03,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,316,GLA-Class,12730,0.11,0.0,33,420090,420090.0,46209.9,466299.9,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,843,A910/A910i,4415,0.11,0.0,4,17660,17660.0,1942.6,19602.6,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,266,Wrangler Unlimited/Wrangler 4 door,31715,0.0,0.0,10,317150,317150.0,0.0,317150.0,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,254,ESQ,45130,0.0,0.8745773478911733,8,361040,45282.59431737079,0.0,45282.59431737079,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,573,Deskjet All-in-one F4185,40081,0.0,0.0,14,561134,561134.0,0.0,561134.0,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,164,Trax,54644,0.2,0.6448541110695423,28,1530032,543384.5747320461,108676.91494640923,652061.4896784553,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,835,A388C (Accompli 388),97409,0.2,0.0,50,4870450,4870450.0,974090.0,5844540.0,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,2019-08-01,5.0,5.0,Bing
3,510,Deskjet 940c / 940cvr / 940cw / 940cxi,74671,0.0,0.0,10,746710,746710.0,0.0,746710.0,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,296,MKC,7321,0.11,0.0,7,51247,51247.0,5637.17,56884.17,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
3,1,Oréos 2X,74802,0.0,0.0,22,1645644,1645644.0,0.0,1645644.0,3,2019-08-01 11:51:07.349383,2,7449,2019-08-01,2019-08-01,0.07,,,,
4,473,Deskjet 680c,57611,0.2,0.0,37,2131607,2131607.0,426321.4,2557928.4,4,2019-08-01 15:26:46.084807,5,7082,2019-08-01,2019-08-01,0.05,,,,
4,95,Cobus 2700,99212,0.0,0.0,8,793696,793696.0,0.0,793696.0,4,2019-08-01 15:26:46.084807,5,7082,2019-08-01,2019-08-01,0.05,,,,
4,837,A768,86732,0.11,0.0,23,1994836,1994836.0,219431.96,2214267.96,4,2019-08-01 15:26:46.084807,5,7082,2019-08-01,2019-08-01,0.05,,,,
4,138,FRV Cross,56263,0.0,0.2278870756812294,37,2081731,1607331.4100550383,0.0,1607331.4100550383,4,2019-08-01 15:26:46.084807,5,7082,2019-08-01,2019-08-01,0.05,,,,
4,677,Photosmart 245,99377,0.2,0.0,24,2385048,2385048.0,477009.6,2862057.6,4,2019-08-01 15:26:46.084807,5,7082,2019-08-01,2019-08-01,0.05,,,,
4,612,Officejet 9110,73253,0.0,0.0,8,586024,586024.0,0.0,586024.0,4,2019-08-01 15:26:46.084807,5,7082,2019-08-01,2019-08-01,0.05,,,,
4,115,Q2,52078,0.2,0.8778531848730508,12,624936,76333.9420581751,15266.78841163502,91600.73046981012,4,2019-08-01 15:26:46.084807,5,7082,2019-08-01,2019-08-01,0.05,,,,
4,415,GS3,97680,0.0,0.1863707944764503,3,293040,238425.902386621,0.0,238425.902386621,4,2019-08-01 15:26:46.084807,5,7082,2019-08-01,2019-08-01,0.05,,,,
5,736,Photosmart C7288,38757,0.0,0.0,26,1007682,1007682.0,0.0,1007682.0,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,485,Deskjet 810c,97214,0.0,0.0,42,4082988,4082988.0,0.0,4082988.0,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,473,Deskjet 680c,43004,0.2,0.0,48,2064192,2064192.0,412838.4,2477030.4,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,40,МАЗ-205 (автобус),3619,0.0,0.6355950487325546,22,79618,29013.193410011467,0.0,29013.193410011467,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,397,Nexon,90033,0.11,0.0,11,990363,990363.0,108939.93,1099302.93,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,440,Deskjet 200cci,30745,0.11,0.0,7,215215,215215.0,23673.65,238888.65,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,23,Ikarus 31,82113,0.11,0.0,26,2134938,2134938.0,234843.18,2369781.18,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,111,LX,42292,0.11,0.0,31,1311052,1311052.0,144215.72,1455267.72,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,332,Juke,68346,0.0,0.0,13,888498,888498.0,0.0,888498.0,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,224,Haval H5,17895,0.11,0.0,1,17895,17895.0,1968.45,19863.45,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,270,Borrego/Mohave,71986,0.11,0.0,2,143972,143972.0,15836.92,159808.92,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
5,685,Photosmart 1215,83149,0.0,0.3168186023330267,19,1579831,1079311.150657612,0.0,1079311.150657612,5,2019-08-01 03:34:05.665990,5,5727,2019-08-01,2019-08-01,0.05,,,,
6,767,DC24,34094,0.11,0.0717155957843999,22,750068,696276.4265011868,76590.40691513054,772866.8334163174,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,195,Besturn X80,30302,0.2,0.0,7,212114,212114.0,42422.8,254536.8,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,858,Canon J II,9063,0.11,0.2671442641382195,32,290016,212539.88909169013,23379.387800085915,235919.27689177604,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,42,Ikarus 250,24806,0.11,0.0,35,868210,868210.0,95503.1,963713.1,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,193,Artemis,29400,0.11,0.0,4,117600,117600.0,12936.0,130536.0,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,565,Deskjet D2545,84200,0.2,0.0,46,3873200,3873200.0,774640.0,4647840.0,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,624,Officejet k80 / k80xi,82655,0.2,0.6274105160824347,19,1570445,585131.2920709208,117026.25841418417,702157.550485105,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,237,CR-V,49356,0.11,0.0,4,197424,197424.0,21716.64,219140.64,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,623,Officejet k60 / k60xi,1244,0.2,0.0,2,2488,2488.0,497.6,2985.6,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,736,Photosmart C7288,11203,0.2,0.0,4,44812,44812.0,8962.4,53774.4,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,328,Outlander PHEV,30310,0.11,0.0,27,818370,818370.0,90020.7,908390.7,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,78,PAZ-672,81277,0.0,0.0,29,2357033,2357033.0,0.0,2357033.0,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,20,Škoda 28Tr Solaris,69643,0.11,0.0,43,2994649,2994649.0,329411.39,3324060.39,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,542,Deskjet 5550 / 5551 / 5552,68818,0.0,0.0,30,2064540,2064540.0,0.0,2064540.0,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,784,IBM 013,46634,0.11,0.0,2,93268,93268.0,10259.48,103527.48,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
6,794,IBM 032,19050,0.11,0.3880483729543122,43,819150,501280.1752944751,55140.819282392265,556420.9945768673,6,2019-08-01 16:30:57.126590,5,5281,2019-08-01,2019-08-01,0.05,,,,
7,285,Range Rover Sport,71562,0.2,0.0,41,2934042,2934042.0,586808.4,3520850.4,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
7,12,Škoda 21Ab,15722,0.11,0.0,28,440216,440216.0,48423.76,488639.76,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
7,718,Photosmart A610 series,38031,0.2,0.0,43,1635333,1635333.0,327066.60000000003,1962399.6,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
7,199,Freemont,4463,0.11,0.0,46,205298,205298.0,22582.78,227880.78,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
7,352,SUV,40087,0.0,0.2968563445401657,21,841827,591925.3140447859,0.0,591925.3140447859,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
7,113,Humvee C-Series,88892,0.11,0.513715804119819,21,1866732,907762.269543802,99853.84964981822,1007616.1191936204,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
7,70,Ikarus 480,49799,0.2,0.0,26,1294774,1294774.0,258954.8,1553728.8,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
7,727,Photosmart C4780,86028,0.11,0.0,7,602196,602196.0,66241.56,668437.56,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
7,601,Officejet 6210,94686,0.0,0.0,50,4734300,4734300.0,0.0,4734300.0,7,2019-08-01 12:06:25.266253,3,9636,2019-08-01,2019-08-01,0.27,,,,
8,354,Macan,93450,0.0,0.0,18,1682100,1682100.0,0.0,1682100.0,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,43,МАЗ-251,57981,0.0,0.0,1,57981,57981.0,0.0,57981.0,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,640,Officejet Pro 1170c / 1170cse / 1170cxi,25516,0.2,0.0,31,790996,790996.0,158199.2,949195.2,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,485,Deskjet 810c,56815,0.11,0.0346705833518143,17,965855,932368.2437167332,102560.50680884068,1034928.750525574,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,188,Fengshen AX3,15582,0.2,0.9761030040123716,44,685608,16383.971625085804,3276.794325017161,19660.765950102963,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,869,Canon IV SB,80122,0.11,0.0822445590047631,21,1682562,1544180.4303118277,169859.84733430104,1714040.2776461288,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,28,Ikarus 55,2515,0.0,0.488943417565606,37,93055,47556.370278432536,0.0,47556.370278432536,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,786,IBM 016,30552,0.11,0.0,34,1038768,1038768.0,114264.48,1153032.48,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,39,MAZ-203,18040,0.11,0.0471781307387154,50,902000,859445.3260736787,94538.98586810466,953984.3119417832,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
8,56,Ikarus 350,82644,0.2,0.0,37,3057828,3057828.0,611565.6,3669393.6,8,2019-08-01 19:23:48.749388,7,5080,2019-08-01,2019-08-01,0.29,,,,
